ID,Local_ID,Language_ID,Parameter_ID,Value,Form,Segments,Comment,Source,Cognacy,Loan
Nanchang-40_mat-1,,Nanchang,40_mat,tɕʰiak⁸,tɕʰiak⁸,tɕʰ i/j a k ⁸/³³,,Norman2003,,
Meixian-40_mat-1,,Meixian,40_mat,sit⁸,sit⁸,s i t ⁸/³³,,Norman2003,,
Guangzhou-40_mat-1,,Guangzhou,40_mat,tsεk⁸,tsεk⁸,ts ε k ⁸/³³,,Norman2003,,
Jiangyong-40_mat-1,,Jiangyong,40_mat,tsie⁶,tsie⁶,ts i/j e ⁶/¹¹,,Norman2003,,
Heping-40_mat-1,,Heping,40_mat,tʰiaʔ⁴,tʰiaʔ⁴,tʰ i/j a ʔ ⁴,,Norman2003,,
Zhenqian-40_mat-1,,Zhenqian,40_mat,sio⁶,sio⁶,s i/j o ⁶/¹¹,,Norman2003,,
Jianchuan-40_mat-1,,Jianchuan,40_mat,pʰu³,pʰu³,pʰ u ³,,Norman2003,,
Jiangshan-40_mat-1,,Jiangshan,40_mat,siεʔ⁸,siεʔ⁸,s i/j ε ʔ ⁸/³³,,Norman2003,,
Common_Chinese-36_month-1,,Common_Chinese,36_month,*ŋiot⁸,*ŋiot⁸,ŋ i/j o t ⁸/³³,,Norman2003,,
Beijing-36_month-1,,Beijing,36_month,yε⁵,yε⁵,y/ɥ ε ⁵,,Norman2003,,
Suzhou-36_month-1,,Suzhou,36_month,ŋɤʔ⁸,ŋɤʔ⁸,ŋ ɤ ʔ ⁸/³³,,Norman2003,,
Nanchang-36_month-1,,Nanchang,36_month,ɲyot⁸,ɲyot⁸,ɲ y/ɥ o t ⁸/³³,,Norman2003,,
Meixian-36_month-1,,Meixian,36_month,ɲyat⁸,ɲyat⁸,ɲ y/ɥ a t ⁸/³³,,Norman2003,,
Guangzhou-36_month-1,,Guangzhou,36_month,jyt⁸,jyt⁸,j y t ⁸/³³,,Norman2003,,
Jiangyong-36_month-1,,Jiangyong,36_month,ɲy⁶,ɲy⁶,ɲ y ⁶/¹¹,,Norman2003,,
Heping-36_month-1,,Heping,36_month,væʔ⁴,væʔ⁴,v æ ʔ ⁴,,Norman2003,,
Zhenqian-36_month-1,,Zhenqian,36_month,ŋye⁵,ŋye⁵,ŋ y/ɥ e ⁵,,Norman2003,,
Jianchuan-36_month-1,,Jianchuan,36_month,ŋua⁵,ŋua⁵,ŋ u/w a ⁵,,Norman2003,,
Jiangshan-36_month-1,,Jiangshan,36_month,ŋuoʔ⁸,ŋuoʔ⁸,ŋ u/w o ʔ ⁸/³³,,Norman2003,,
Common_Chinese-35_nail-1,,Common_Chinese,35_nail,*kap⁷,*kap⁷,k a p ⁷/²²,,Norman2003,,
Beijing-35_nail-1,,Beijing,35_nail,tɕia³,tɕia³,tɕ i/j a ³,,Norman2003,,
Suzhou-35_nail-1,,Suzhou,35_nail,kaʔ⁷,kaʔ⁷,k a ʔ ⁷/²²,,Norman2003,,
Nanchang-35_nail-1,,Nanchang,35_nail,kat⁷,kat⁷,k a t ⁷/²²,,Norman2003,,
Meixian-35_nail-1,,Meixian,35_nail,kap⁷,kap⁷,k a p ⁷/²²,,Norman2003,,
Guangzhou-35_nail-1,,Guangzhou,35_nail,kap⁷,kap⁷,k a p ⁷/²²,,Norman2003,,
Jiangyong-35_nail-1,,Jiangyong,35_nail,kuə⁷,kuə⁷,k u/w ə ⁷/²²,,Norman2003,,
Heping-35_nail-1,,Heping,35_nail,kam⁷,kam⁷,k a m ⁷/²²,,Norman2003,,
Zhenqian-35_nail-1,,Zhenqian,35_nail,ka³,ka³,k a ³,,Norman2003,,
Jianchuan-35_nail-1,,Jianchuan,35_nail,kε⁴,kε⁴,k ε ⁴,,Norman2003,,
Jiangshan-35_nail-1,,Jiangshan,35_nail,kaʔ⁷,kaʔ⁷,k a ʔ ⁷/²²,,Norman2003,,
Common_Chinese-20_near-1,,Common_Chinese,20_near,*gin⁴,*gin⁴,g i n ⁴,,Norman2003,,
Beijing-20_near-1,,Beijing,20_near,tɕin⁵,tɕin⁵,tɕ i n ⁵,,Norman2003,,
Suzhou-20_near-1,,Suzhou,20_near,dʑin⁶,dʑin⁶,dʑ i n ⁶/¹¹,,Norman2003,,
Nanchang-20_near-1,,Nanchang,20_near,tɕʰin⁶,tɕʰin⁶,tɕʰ i n ⁶/¹¹,,Norman2003,,
Meixian-20_near-1,,Meixian,20_near,kʰiun¹,kʰiun¹,kʰ i/j u n ¹,,Norman2003,,
Guangzhou-20_near-1,,Guangzhou,20_near,kʰɐn⁴,kʰɐn⁴,kʰ ɐ n ⁴,,Norman2003,,
Jiangyong-20_near-1,,Jiangyong,20_near,tɕie⁴,tɕie⁴,tɕ i/j e ⁴,,Norman2003,,
Heping-20_near-1,,Heping,20_near,kʰuanʔ⁴,kʰuanʔ⁴,kʰ u/w a n ʔ ⁴,,Norman2003,,
Zhenqian-20_near-1,,Zhenqian,20_near,kyeŋ⁵,kyeŋ⁵,k y/ɥ e ŋ ⁵,,Norman2003,,
Jianchuan-20_near-1,,Jianchuan,20_near,tɕĩ¹,tɕĩ¹,tɕ ĩ ¹,,Norman2003,,
Jiangshan-20_near-1,,Jiangshan,20_near,gœ̃⁴,gœ̃⁴,g œ̃ ⁴,,Norman2003,,
Common_Chinese-28_old-1,,Common_Chinese,28_old,*giou⁶,*giou⁶,g i/j ou ⁶/¹¹,,Norman2003,,
Beijing-28_old-1,,Beijing,28_old,tɕiu⁵,tɕiu⁵,tɕ i/j u ⁵,,Norman2003,,
Suzhou-28_old-1,,Suzhou,28_old,dʑiʏ⁶,dʑiʏ⁶,dʑ i/j ʏ ⁶/¹¹,,Norman2003,,
Nanchang-28_old-1,,Nanchang,28_old,tɕʰiu⁶,tɕʰiu⁶,tɕʰ i/j u ⁶/¹¹,,Norman2003,,
Meixian-28_old-1,,Meixian,28_old,kʰiu⁵,kʰiu⁵,kʰ i/j u ⁵,,Norman2003,,
Guangzhou-28_old-1,,Guangzhou,28_old,kɐu⁶,kɐu⁶,k ɐu ⁶/¹¹,,Norman2003,,
Jiangyong-28_old-1,,Jiangyong,28_old,tɕiou⁶,tɕiou⁶,tɕ i/j ou ⁶/¹¹,,Norman2003,,
Heping-28_old-1,,Heping,28_old,kʰy⁶,kʰy⁶,kʰ y ⁶/¹¹,,Norman2003,,
Zhenqian-28_old-1,,Zhenqian,28_old,kiu⁶,kiu⁶,k i/j u ⁶/¹¹,,Norman2003,,
Jianchuan-28_old-1,,Jianchuan,28_old,kɯ³,kɯ³,k ɯ ³,,Norman2003,,
Jiangshan-28_old-1,,Jiangshan,28_old,gɯ⁶,gɯ⁶,g ɯ ⁶/¹¹,,Norman2003,,
Common_Chinese-16_rise-1,,Common_Chinese,16_rise,*zhioŋ⁴,*zhioŋ⁴,ʐ i/j o ŋ ⁴,,Norman2003,,
Beijing-16_rise-1,,Beijing,16_rise,ʂaŋ⁴,ʂaŋ⁴,ʂ a ŋ ⁴,,Norman2003,,
Suzhou-16_rise-1,,Suzhou,16_rise,zɐŋ⁶,zɐŋ⁶,z ɐ ŋ ⁶/¹¹,,Norman2003,,
Nanchang-16_rise-1,,Nanchang,16_rise,soŋ⁶,soŋ⁶,s o ŋ ⁶/¹¹,,Norman2003,,
Meixian-16_rise-1,,Meixian,16_rise,soŋ¹,soŋ¹,s o ŋ ¹,,Norman2003,,
Guangzhou-16_rise-1,,Guangzhou,16_rise,sœŋ⁴,sœŋ⁴,s œ ŋ ⁴,,Norman2003,,
Jiangyong-16_rise-1,,Jiangyong,16_rise,ɕiaŋ⁴,ɕiaŋ⁴,ɕ i/j a ŋ ⁴,,Norman2003,,
Heping-16_rise-1,,Heping,16_rise,ɕioŋʔ⁴,ɕioŋʔ⁴,ɕ i/j o ŋ ʔ ⁴,,Norman2003,,
Zhenqian-16_rise-1,,Zhenqian,16_rise,ioŋ⁵,ioŋ⁵,i/j o ŋ ⁵,,Norman2003,,
Jianchuan-16_rise-1,,Jianchuan,16_rise,tsõ¹,tsõ¹,ts õ ¹,,Norman2003,,
Jiangshan-16_rise-1,,Jiangshan,16_rise,dʑiaŋ⁴,dʑiaŋ⁴,dʑ i/j a ŋ ⁴,,Norman2003,,
Common_Chinese-32_seven-1,,Common_Chinese,32_seven,*tshit⁷,*tshit⁷,tsʰ i t ⁷/²²,,Norman2003,,
Beijing-32_seven-1,,Beijing,32_seven,tɕʰi⁵,tɕʰi⁵,tɕʰ i ⁵,,Norman2003,,
Suzhou-32_seven-1,,Suzhou,32_seven,tɕʰiɪʔ⁷,tɕʰiɪʔ⁷,tɕʰ iɪ ʔ ⁷/²²,,Norman2003,,
Nanchang-32_seven-1,,Nanchang,32_seven,tɕʰitʔ⁷,tɕʰitʔ⁷,tɕʰ i t ʔ ⁷/²²,,Norman2003,,
Meixian-32_seven-1,,Meixian,32_seven,tsʰit⁷,tsʰit⁷,tsʰ i t ⁷/²²,,Norman2003,,
Guangzhou-32_seven-1,,Guangzhou,32_seven,tsʰɐt⁷,tsʰɐt⁷,tsʰ ɐ t ⁷/²²,,Norman2003,,
Jiangyong-32_seven-1,,Jiangyong,32_seven,tsʰa⁷,tsʰa⁷,tsʰ a ⁷/²²,,Norman2003,,
Heping-32_seven-1,,Heping,32_seven,tʰi⁷,tʰi⁷,tʰ i ⁷/²²,,Norman2003,,
Zhenqian-32_seven-1,,Zhenqian,32_seven,tsʰi³,tsʰi³,tsʰ i ³,,Norman2003,,
Jianchuan-32_seven-1,,Jianchuan,32_seven,tɕʰi⁵,tɕʰi⁵,tɕʰ i ⁵,,Norman2003,,
Jiangshan-32_seven-1,,Jiangshan,32_seven,tɕʰəʔ⁷,tɕʰəʔ⁷,tɕʰ ə ʔ ⁷/²²,,Norman2003,,
Common_Chinese-26_sick-1,,Common_Chinese,26_sick,*biaŋ⁶,*biaŋ⁶,b i/j a ŋ ⁶/¹¹,,Norman2003,,
Beijing-26_sick-1,,Beijing,26_sick,piŋ⁵,piŋ⁵,p i ŋ ⁵,,Norman2003,,
Suzhou-26_sick-1,,Suzhou,26_sick,beŋ⁶,beŋ⁶,b e ŋ ⁶/¹¹,,Norman2003,,
Nanchang-26_sick-1,,Nanchang,26_sick,pʰiaŋ⁶,pʰiaŋ⁶,pʰ i/j a ŋ ⁶/¹¹,,Norman2003,,
Meixian-26_sick-1,,Meixian,26_sick,pʰiaŋ⁵,pʰiaŋ⁵,pʰ i/j a ŋ ⁵,,Norman2003,,
Guangzhou-26_sick-1,,Guangzhou,26_sick,pεŋ⁶,pεŋ⁶,p ε ŋ ⁶/¹¹,,Norman2003,,
Jiangyong-26_sick-1,,Jiangyong,26_sick,pioŋ⁶,pioŋ⁶,p i/j o ŋ ⁶/¹¹,,Norman2003,,
Heping-26_sick-1,,Heping,26_sick,kʰuæ⁵,kʰuæ⁵,kʰ u/w æ ⁵,,Norman2003,,
Zhenqian-26_sick-1,,Zhenqian,26_sick,paŋ⁶,paŋ⁶,p a ŋ ⁶/¹¹,,Norman2003,,
Jianchuan-26_sick-1,,Jianchuan,26_sick,pɛ̃³,pɛ̃³,p ɛ̃ ³,,Norman2003,,
Jiangshan-26_sick-1,,Jiangshan,26_sick,baŋ⁶,baŋ⁶,b a ŋ ⁶/¹¹,,Norman2003,,
Common_Chinese-19_sit-1,,Common_Chinese,19_sit,*dzuo⁴,*dzuo⁴,d z u/w o ⁴,,Norman2003,,
Beijing-19_sit-1,,Beijing,19_sit,tsuo⁵,tsuo⁵,ts u/w o ⁵,,Norman2003,,
Suzhou-19_sit-1,,Suzhou,19_sit,zəu⁶,zəu⁶,z əu ⁶/¹¹,,Norman2003,,
Nanchang-19_sit-1,,Nanchang,19_sit,tsʰo⁶,tsʰo⁶,tsʰ o ⁶/¹¹,,Norman2003,,
Meixian-19_sit-1,,Meixian,19_sit,tsʰo¹,tsʰo¹,tsʰ o ¹,,Norman2003,,
Guangzhou-19_sit-1,,Guangzhou,19_sit,tsʰo⁴,tsʰo⁴,tsʰ o ⁴,,Norman2003,,
Jiangyong-19_sit-1,,Jiangyong,19_sit,tsəɯ⁴,tsəɯ⁴,ts əɯ ⁴,,Norman2003,,
Heping-19_sit-1,,Heping,19_sit,tʰoiʔ⁴,tʰoiʔ⁴,tʰ oi ʔ ⁴,,Norman2003,,
Zhenqian-19_sit-1,,Zhenqian,19_sit,tsuai⁵,tsuai⁵,ts u/w ai ⁵,,Norman2003,,
Jianchuan-19_sit-1,,Jianchuan,19_sit,kv⁷,kv⁷,k v̩ ⁷/²²,,Norman2003,,
Jiangshan-19_sit-1,,Jiangshan,19_sit,si⁴,si⁴,s i ⁴,,Norman2003,,
Common_Chinese-6_skin-1,,Common_Chinese,6_skin,*bi²,*bi²,b i ²,,Norman2003,,
Beijing-6_skin-1,,Beijing,6_skin,pʰi²,pʰi²,pʰ i ²,,Norman2003,,
Suzhou-6_skin-1,,Suzhou,6_skin,bi²,bi²,b i ²,,Norman2003,,
Nanchang-6_skin-1,,Nanchang,6_skin,pʰi²,pʰi²,pʰ i ²,,Norman2003,,
Meixian-6_skin-1,,Meixian,6_skin,pʰi²,pʰi²,pʰ i ²,,Norman2003,,
Guangzhou-6_skin-1,,Guangzhou,6_skin,pʰei²,pʰei²,pʰ ei ²,,Norman2003,,
Jiangyong-6_skin-1,,Jiangyong,6_skin,pø²,pø²,p ø ²,,Norman2003,,
Heping-6_skin-1,,Heping,6_skin,pʰui²,pʰui²,pʰ u/w i ²,,Norman2003,,
Zhenqian-6_skin-1,,Zhenqian,6_skin,pʰue²,pʰue²,pʰ u/w e ²,,Norman2003,,
Jianchuan-6_skin-1,,Jianchuan,6_skin,pe⁸,pe⁸,p e ⁸/³³,,Norman2003,,
Jiangshan-6_skin-1,,Jiangshan,6_skin,pʰei²,pʰei²,pʰ ei ²,,Norman2003,,
Common_Chinese-1_sky-1,,Common_Chinese,1_sky,*thian¹,*thian¹,tʰ i/j a n ¹,,Norman2003,,
Beijing-1_sky-1,,Beijing,1_sky,tʰiεn¹,tʰiεn¹,tʰ i/j ε n ¹,,Norman2003,,
Suzhou-1_sky-1,,Suzhou,1_sky,tʰiɪ¹,tʰiɪ¹,tʰ iɪ ¹,,Norman2003,,
Nanchang-1_sky-1,,Nanchang,1_sky,tʰiεn¹,tʰiεn¹,tʰ i/j ε n ¹,,Norman2003,,
Meixian-1_sky-1,,Meixian,1_sky,tʰiεn¹,tʰiεn¹,tʰ i/j ε n ¹,,Norman2003,,
Guangzhou-1_sky-1,,Guangzhou,1_sky,tʰin¹,tʰin¹,tʰ i n ¹,,Norman2003,,
Jiangyong-1_sky-1,,Jiangyong,1_sky,tʰəŋ¹,tʰəŋ¹,tʰ ə ŋ ¹,,Norman2003,,
Heping-1_sky-1,,Heping,1_sky,hæn¹,hæn¹,h æ n ¹,,Norman2003,,
Zhenqian-1_sky-1,,Zhenqian,1_sky,tʰiŋ¹,tʰiŋ¹,tʰ i ŋ ¹,,Norman2003,,
Jianchuan-1_sky-1,,Jianchuan,1_sky,xɛ̃²,xɛ̃²,x ɛ̃ ²,,Norman2003,,
Jiangshan-1_sky-1,,Jiangshan,1_sky,tʰiεn¹,tʰiεn¹,tʰ i/j ε n ¹,,Norman2003,,
Common_Chinese-39_stone-1,,Common_Chinese,39_stone,*zhiak⁸,*zhiak⁸,ʐ i/j a k ⁸/³³,,Norman2003,,
Beijing-39_stone-1,,Beijing,39_stone,ʂʅ²,ʂʅ²,ʂ ʅ ²,,Norman2003,,
Suzhou-39_stone-1,,Suzhou,39_stone,zɐʔ⁸,zɐʔ⁸,z ɐ ʔ ⁸/³³,,Norman2003,,
Nanchang-39_stone-1,,Nanchang,39_stone,sak⁸,sak⁸,s a k ⁸/³³,,Norman2003,,
Meixian-39_stone-1,,Meixian,39_stone,sak⁸,sak⁸,s a k ⁸/³³,,Norman2003,,
Guangzhou-39_stone-1,,Guangzhou,39_stone,sεk⁸,sεk⁸,s ε k ⁸/³³,,Norman2003,,
Jiangyong-39_stone-1,,Jiangyong,39_stone,ɕyə⁶,ɕyə⁶,ɕ y/ɥ ə ⁶/¹¹,,Norman2003,,
Heping-39_stone-1,,Heping,39_stone,ɕioʔ⁴,ɕioʔ⁴,ɕ i/j o ʔ ⁴,,Norman2003,,
Zhenqian-39_stone-1,,Zhenqian,39_stone,tsio⁶,tsio⁶,ts i/j o ⁶/¹¹,,Norman2003,,
Jianchuan-39_stone-1,,Jianchuan,39_stone,tso⁷,tso⁷,ts o ⁷/²²,,Norman2003,,
Jiangshan-39_stone-1,,Jiangshan,39_stone,siεʔ⁸,siεʔ⁸,s i/j ε ʔ ⁸/³³,,Norman2003,,
Common_Chinese-38_ten-1,,Common_Chinese,38_ten,*zhip⁸,*zhip⁸,ʐ i p ⁸/³³,,Norman2003,,
Beijing-38_ten-1,,Beijing,38_ten,ʂʅ²,ʂʅ²,ʂ ʅ ²,,Norman2003,,
Suzhou-38_ten-1,,Suzhou,38_ten,zɤʔ⁸,zɤʔ⁸,z ɤ ʔ ⁸/³³,,Norman2003,,
Nanchang-38_ten-1,,Nanchang,38_ten,sət⁸,sət⁸,s ə t ⁸/³³,,Norman2003,,
Meixian-38_ten-1,,Meixian,38_ten,səp⁸,səp⁸,s ə p ⁸/³³,,Norman2003,,
Guangzhou-38_ten-1,,Guangzhou,38_ten,sɐp⁸,sɐp⁸,s ɐ p ⁸/³³,,Norman2003,,
Jiangyong-38_ten-1,,Jiangyong,38_ten,sɯə⁶,sɯə⁶,s ɯə ⁶/¹¹,,Norman2003,,
Heping-38_ten-1,,Heping,38_ten,ɕimʔ⁴,ɕimʔ⁴,ɕ i m ʔ ⁴,,Norman2003,,
Zhenqian-38_ten-1,,Zhenqian,38_ten,tsi⁶,tsi⁶,ts i ⁶/¹¹,,Norman2003,,
Jianchuan-38_ten-1,,Jianchuan,38_ten,tsε⁷,tsε⁷,ts ε ⁷/²²,,Norman2003,,
Jiangshan-38_ten-1,,Jiangshan,38_ten,søʔ⁸,søʔ⁸,s ø ʔ ⁸/³³,,Norman2003,,
Common_Chinese-2_three-1,,Common_Chinese,2_three,*sam¹,*sam¹,s a m ¹,,Norman2003,,
Beijing-2_three-1,,Beijing,2_three,san¹,san¹,s a n ¹,,Norman2003,,
Suzhou-2_three-1,,Suzhou,2_three,se¹,se¹,s e ¹,,Norman2003,,
Nanchang-2_three-1,,Nanchang,2_three,san¹,san¹,s a n ¹,,Norman2003,,
Meixian-2_three-1,,Meixian,2_three,sam¹,sam¹,s a m ¹,,Norman2003,,
Guangzhou-2_three-1,,Guangzhou,2_three,sam¹,sam¹,s a m ¹,,Norman2003,,
Jiangyong-2_three-1,,Jiangyong,2_three,soŋ¹,soŋ¹,s o ŋ ¹,,Norman2003,,
Heping-2_three-1,,Heping,2_three,sam¹,sam¹,s a m ¹,,Norman2003,,
Zhenqian-2_three-1,,Zhenqian,2_three,saŋ¹,saŋ¹,s a ŋ ¹,,Norman2003,,
Jianchuan-2_three-1,,Jianchuan,2_three,sã²,sã²,s ã ²,,Norman2003,,
Jiangshan-2_three-1,,Jiangshan,2_three,saŋ¹,saŋ¹,s a ŋ ¹,,Norman2003,,
Common_Chinese-29_tree-1,,Common_Chinese,29_tree,*zhy⁶,*zhy⁶,ʐ y ⁶/¹¹,,Norman2003,,
Beijing-29_tree-1,,Beijing,29_tree,ʂu⁵,ʂu⁵,ʂ u ⁵,,Norman2003,,
Suzhou-29_tree-1,,Suzhou,29_tree,zɥ⁶,zɥ⁶,z ɥ ⁶/¹¹,,Norman2003,,
Nanchang-29_tree-1,,Nanchang,29_tree,ɕy⁶,ɕy⁶,ɕ y ⁶/¹¹,,Norman2003,,
Meixian-29_tree-1,,Meixian,29_tree,su⁵,su⁵,s u ⁵,,Norman2003,,
Guangzhou-29_tree-1,,Guangzhou,29_tree,sy⁶,sy⁶,s y ⁶/¹¹,,Norman2003,,
Jiangyong-29_tree-1,,Jiangyong,29_tree,ɕyu⁶,ɕyu⁶,ɕ y/ɥ u ⁶/¹¹,,Norman2003,,
Heping-29_tree-1,,Heping,29_tree,tɕʰy⁵,tɕʰy⁵,tɕʰ y ⁵,,Norman2003,,
Zhenqian-29_tree-1,,Zhenqian,29_tree,tsʰiu⁶,tsʰiu⁶,tsʰ i/j u ⁶/¹¹,,Norman2003,,
Jianchuan-29_tree-1,,Jianchuan,29_tree,tsɯ³,tsɯ³,ts ɯ ³,,Norman2003,,
Jiangshan-29_tree-1,,Jiangshan,29_tree,dzɯə⁶,dzɯə⁶,d z ɯə ⁶/¹¹,,Norman2003,,
Common_Chinese-30_two-1,,Common_Chinese,30_two,*nhi⁶,*nhi⁶,ɳ i ⁶/¹¹,,Norman2003,,
Beijing-30_two-1,,Beijing,30_two,ər⁵,ər⁵,ə r ⁵,,Norman2003,,
Suzhou-30_two-1,,Suzhou,30_two,ni⁶,ni⁶,n i ⁶/¹¹,,Norman2003,,
Nanchang-30_two-1,,Nanchang,30_two,ə⁶,ə⁶,ə ⁶/¹¹,,Norman2003,,
Meixian-30_two-1,,Meixian,30_two,ni⁵,ni⁵,n i ⁵,,Norman2003,,
Guangzhou-30_two-1,,Guangzhou,30_two,ji⁶,ji⁶,j i ⁶/¹¹,,Norman2003,,
Jiangyong-30_two-1,,Jiangyong,30_two,na⁶,na⁶,n a ⁶/¹¹,,Norman2003,,
Heping-30_two-1,,Heping,30_two,ni⁶,ni⁶,n i ⁶/¹¹,,Norman2003,,
Zhenqian-30_two-1,,Zhenqian,30_two,ni⁶,ni⁶,n i ⁶/¹¹,,Norman2003,,
Jianchuan-30_two-1,,Jianchuan,30_two,ne⁵,ne⁵,n e ⁵,,Norman2003,,
Jiangshan-30_two-1,,Jiangshan,30_two,ni⁶,ni⁶,n i ⁶/¹¹,,Norman2003,,
Common_Chinese-15_wait-1,,Common_Chinese,15_wait,*teŋ³,*teŋ³,t e ŋ ³,,Norman2003,,
Beijing-15_wait-1,,Beijing,15_wait,təŋ³,təŋ³,t ə ŋ ³,,Norman2003,,
Suzhou-15_wait-1,,Suzhou,15_wait,tən³,tən³,t ə n ³,,Norman2003,,
Nanchang-15_wait-1,,Nanchang,15_wait,tεn ³,tεn ³,t ε n + ³,,Norman2003,,
Meixian-15_wait-1,,Meixian,15_wait,tεn³,tεn³,t ε n ³,,Norman2003,,
Guangzhou-15_wait-1,,Guangzhou,15_wait,tɐŋ³,tɐŋ³,t ɐ ŋ ³,,Norman2003,,
Jiangyong-15_wait-1,,Jiangyong,15_wait,lai³,lai³,l ai ³,,Norman2003,,
Heping-15_wait-1,,Heping,15_wait,ten³,ten³,t e n ³,,Norman2003,,
Zhenqian-15_wait-1,,Zhenqian,15_wait,teuŋ³,teuŋ³,t eu ŋ ³,,Norman2003,,
Jianchuan-15_wait-1,,Jianchuan,15_wait,tɯ¹,tɯ¹,t ɯ ¹,,Norman2003,,
Jiangshan-15_wait-1,,Jiangshan,15_wait,tœ̃³,tœ̃³,t œ̃ ³,,Norman2003,,
Common_Chinese-11_water-1,,Common_Chinese,11_water,*shyi³,*shyi³,ʂ y/ɥ i ³,,Norman2003,,
Beijing-11_water-1,,Beijing,11_water,ʂui³,ʂui³,ʂ u/w i ³,,Norman2003,,
Suzhou-11_water-1,,Suzhou,11_water,sɥ³,sɥ³,s ɥ ³,,Norman2003,,
Nanchang-11_water-1,,Nanchang,11_water,sui³,sui³,s u/w i ³,,Norman2003,,
Meixian-11_water-1,,Meixian,11_water,sui³,sui³,s u/w i ³,,Norman2003,,
Guangzhou-11_water-1,,Guangzhou,11_water,sœy³,sœy³,s œy ³,,Norman2003,,
Jiangyong-11_water-1,,Jiangyong,11_water,ɕya³,ɕya³,ɕ y/ɥ a ³,,Norman2003,,
Heping-11_water-1,,Heping,11_water,sui³,sui³,s u/w i ³,,Norman2003,,
Zhenqian-11_water-1,,Zhenqian,11_water,sui³,sui³,s u/w i ³,,Norman2003,,
Jianchuan-11_water-1,,Jianchuan,11_water,ɕui¹,ɕui¹,ɕ u/w i ¹,,Norman2003,,
Jiangshan-11_water-1,,Jiangshan,11_water,yi³,yi³,y/ɥ i ³,,Norman2003,,
Common_Chinese-37_white-1,,Common_Chinese,37_white,*bak⁸,*bak⁸,b a k ⁸/³³,,Norman2003,,
Beijing-37_white-1,,Beijing,37_white,pai²,pai²,p ai ²,,Norman2003,,
Suzhou-37_white-1,,Suzhou,37_white,bɐʔ⁸,bɐʔ⁸,b ɐ ʔ ⁸/³³,,Norman2003,,
Nanchang-37_white-1,,Nanchang,37_white,pʰak⁸,pʰak⁸,pʰ a k ⁸/³³,,Norman2003,,
Meixian-37_white-1,,Meixian,37_white,pʰak⁸,pʰak⁸,pʰ a k ⁸/³³,,Norman2003,,
Guangzhou-37_white-1,,Guangzhou,37_white,pak⁸,pak⁸,p a k ⁸/³³,,Norman2003,,
Jiangyong-37_white-1,,Jiangyong,37_white,pɯə⁶,pɯə⁶,p ɯə ⁶/¹¹,,Norman2003,,
Heping-37_white-1,,Heping,37_white,pʰaʔ⁴,pʰaʔ⁴,pʰ a ʔ ⁴,,Norman2003,,
Zhenqian-37_white-1,,Zhenqian,37_white,pa⁶,pa⁶,p a ⁶/¹¹,,Norman2003,,
Jianchuan-37_white-1,,Jianchuan,37_white,pε⁷,pε⁷,p ε ⁷/²²,,Norman2003,,
Jiangshan-37_white-1,,Jiangshan,37_white,baʔ⁸,baʔ⁸,b a ʔ ⁸/³³,,Norman2003,,
